id,nombre,apellido,estado_civil,dni,nacionalidad,fecha_nacimiento,direccion,codigo_postal,provincia,telefono,email,es_moroso,profesion,salario,numero_cuenta,tipo_cuenta,saldo,antiguedad_cliente,genero
47368,Ángela,Camino,Soltera,82187484C,Jordana,1953-08-30,"Cañada Diego Bernat 404 Piso 2 , La Rioja, 36845",05879,Vizcaya,790625103,veronicaperal@example.net,False,Analista de sistemas,"6012,91",ES2339357242529899601459,corriente,"28574,22",2018-08-22,Femenino
47369,Custodia,Paredes,Casada,68389019Z,Estadounidense,1969-04-17,"Avenida de Feliciana Ferrándiz 90 Puerta 1 , Cádiz, 25222",44742,Huelva,712127549,cabezaleandro@example.org,False,Trabajador comunitario de la salud,"6601,29",ES7970151725872274987371,corriente,"54065,19",2022-11-04,Femenino
47370,Patricio,Ibañez,Viudo,98732135N,Ecuatoriana,1955-11-06,"Alameda de Esther Barriga 16, Ceuta, 43347",05090,Lleida,639642039,juan-luisfuente@example.org,False,Agente de empleo,"6785,52",ES5106958160857068186083,corriente,"85094,45",2020-01-23,Masculino
47371,Aristides,Lladó,Casado,99734337N,Argelina,1964-04-16,"Vial de Anselmo Baños 89 Apt. 54 , Salamanca, 43668",40337,Melilla,663218754,teofilotudela@example.net,False,Operador de máquinas de tratamiento de pieles y cueros,"1345,77",ES3540304111577546540431,corriente,"61059,49",2021-08-13,Masculino
47372,Encarna,Tamayo,Soltera,48387801X,Árabe,1980-10-06,"Vial Rosenda Corominas 99, Navarra, 26411",08919,Pontevedra,653403898,gregoriosalmeron@example.com,False,Supervisor de secretaría,"6105,26",ES1349887006972016130570,corriente,"94999,91",2025-04-20,Femenino
47373,Concepción,Mas,Casada,17241171A,Birmana,1981-06-25,"Acceso Gisela Julián 817, Ávila, 16812",11617,Huelva,631196353,manu82@example.com,False,Técnico en ingeniería mecánica,"4705,47",ES7196657914050591952348,corriente,"472,05",2020-01-17,Femenino
47374,María Luisa,Hoz,Divorciada,52092282L,Turca,1995-02-12,"Paseo Alcides Vazquez 47 Apt. 76 , Navarra, 30346",21238,La Rioja,790606204,lamat@example.net,False,Zoólogo,"5247,48",ES5458820535437871025751,corriente,"93534,01",2018-03-05,Femenino
47375,Juan Bautista,Porta,Viudo,18724339Q,Estona,1969-05-07,"Acceso Adelardo Marí 49, Sevilla, 24682",13040,Almería,638587844,torrecillahumberto@example.net,False,Trabajador de cuidados personales en instituciones,"2883,31",ES3923518333921824187722,corriente,"67138,04",2024-07-02,Masculino
47376,Sabina,Álamo,Casada,63497586Z,Boliviana,2004-09-23,"Alameda de Severo López 68 Puerta 2 , Murcia, 29443",41645,Palencia,693652888,carina27@example.net,False,Reparador de bicicletas,"5045,9",ES3661008951261433965060,corriente,"47760,99",2021-12-15,Femenino
47377,Severino,Coloma,Divorciado,39346469R,Portuguesa,1974-04-13,"Rambla de Segismundo Batlle 56 Puerta 2 , Segovia, 21211",07630,Álava,724623834,sevenogueira@example.com,False,Camarero de mesa,"2371,51",ES4012959652813766947761,corriente,"72368,43",2024-12-30,Masculino
47378,Roberto,Ballester,Casado,40581507P,Georgiana,1954-05-25,"Cañada de José Azcona 41, Alicante, 32494",42938,Badajoz,698560803,mverdugo@example.org,False,Trabajador forestal calificado,"2394,33",ES2288207279801017964824,corriente,"13058,85",2021-12-28,Masculino
47379,Amor,Agustí,Casado,73693977E,Guatemalteca,2006-04-06,"Via Lina Expósito 35 Apt. 16 , Valencia, 34357",21028,Palencia,694906298,alcantarajosue@example.net,False,Profesor de universidades y de la enseñanza superior,"6665,35",ES6930523674965282210043,corriente,"57749,41",2025-06-23,Masculino
47380,Maricruz,Bermejo,Casada,37405607V,Tailandesa,1972-07-03,"Paseo Desiderio Meléndez 3, Cantabria, 07046",05168,Lugo,668402362,piedadtorrents@example.org,False,Operador de máquinas lavarropas,"3557,93",ES4203303910385371277022,corriente,"45796,31",2020-10-12,Femenino
47381,Gabino,Borja,Viudo,89556579F,Noruega,1948-01-09,"Urbanización de Lorena Vicente 77, Salamanca, 26258",30831,Santa Cruz de Tenerife,768980031,pili21@example.org,False,Médico especialista,"5078,04",ES5852823160749095532619,corriente,"2580,06",2019-06-01,Masculino
47382,Martirio,Riera,Casada,35294214R,Etíope,1994-03-29,"Callejón Paulino Planas 240 Puerta 1 , Asturias, 35684",19904,Teruel,756810158,marino27@example.net,False,Ingeniero mecánico,"1313,75",ES5508521687149710453143,corriente,"95659,7",2019-01-28,Femenino
47383,Bernardo,Roman,Divorciado,47488159J,Rusa,1959-08-11,"Pasadizo de Jacobo Ripoll 53 Apt. 68 , Girona, 28945",36569,Alicante,799012311,felipemorcillo@example.org,False,Criador de ganado,"6291,31",ES3150441636667955982094,corriente,"39646,83",2024-10-07,Masculino
47384,Joel,Menendez,Casado,82196590H,Iraquí,1989-01-11,"Pasadizo Curro Cobos 2, La Rioja, 02862",08112,Las Palmas,795788406,royoildefonso@example.com,False,Trabajador de cuidados personales a domicilio,"4320,02",ES5052568841993889782724,corriente,"34828,99",2018-02-11,Masculino
47385,Carmelo,Peñas,Casado,20671855F,Hondureña,1947-03-22,"Cañada Alba Valenzuela 26, Lugo, 03280",36527,Madrid,615483356,xaviercatalan@example.net,False,Director de políticas y planificación,"4372,58",ES9637941428390721249843,corriente,"75126,73",2023-07-06,Masculino
47386,Ani,Haro,Divorciada,46398023P,Argentina,1962-08-18,"Pasadizo de Juanito Bosch 9, Barcelona, 20469",29547,Asturias,680460892,torrensgeraldo@example.com,False,Técnico en documentación sanitaria,"7528,99",ES4996372729952759425887,corriente,"98644,84",2019-04-28,Femenino
47387,Abraham,Montero,Divorciado,56036789A,Saudí,1956-08-17,"Callejón de Tiburcio Carreras 73 Apt. 87 , Vizcaya, 19645",02667,Navarra,755418767,fulgencio67@example.com,False,Fumigador,"3211,76",ES0153651545299158573208,corriente,"89417,46",2022-08-05,Masculino
47388,Hilario,Cortés,Soltero,77249420X,Bielorrusa,1968-03-26,"Via Ciríaco Zapata 90 Piso 7 , Asturias, 17714",51228,Valladolid,709842419,cristinaugarte@example.org,False,Empleado de control de abastecimientos e inventario,"3968,12",ES4115709478637110299037,corriente,"14405,57",2020-08-04,Masculino
47389,Jafet,Hurtado,Divorciado,81698135L,Haitiana,2004-07-31,"Plaza Jose Angel Calderón 3, Lleida, 28749",07974,Soria,708898476,chelopuente@example.com,False,Secretario ejecutivo,"4161,6",ES5626821697720880911921,corriente,"83693,42",2019-07-28,Masculino
47390,Aurelia,Luján,Divorciada,63907176C,Eslovena,1962-04-27,"Plaza de Ramiro Carvajal 58, Toledo, 14302",09685,Alicante,623334697,arreguinoemi@example.com,False,"Operador de máquinas pulidoras, galvanizadoras y recubridoras de metales ","6932,27",ES6986091767616531752175,corriente,"80448,22",2024-02-10,Femenino
47391,Tomasa,Cardona,Divorciada,50974082X,Botsuanesa,1953-06-14,"Cuesta Vito Pedrero 46, Sevilla, 38565",03442,Badajoz,743768243,miguel79@example.net,False,Auxiliar de servicio de abordo,"3500,58",ES0702488695054731432967,corriente,"741,02",2021-05-31,Femenino
47392,Rufino,Múgica,Viudo,70454109A,Haitiana,1983-01-16,"Urbanización de Juan José Armas 20, Cantabria, 07951",41361,Girona,634534169,pepitomontoya@example.net,False,Operador de máquinas de tratamiento de pieles y cueros,"1326,98",ES3307949779941116421867,corriente,"85699,5",2025-04-21,Masculino
47393,María Cristina,Iñiguez,Viuda,80326164K,Jamaicana,1989-10-16,"Urbanización Luna Zapata 76 Puerta 7 , Soria, 49308",47726,Cantabria,606825522,palomarmelania@example.org,False,Psicólogo,"1274,07",ES5000401110422214885457,corriente,"45316,12",2020-06-17,Femenino
47394,Cristian,Vallés,Viudo,94735594C,Jordana,1989-08-17,"C. Lorenza Pons 53 Piso 7 , Albacete, 44786",44888,Ceuta,724198759,marcos98@example.net,False,Controlador de tráfico aéreo,"1254,11",ES5678369565968612445867,corriente,"23497,43",2019-05-16,Masculino
47395,Nicolás,Amat,Viudo,87641187D,Filipina,1974-01-03,"Calle de Óscar Rocha 39, Burgos, 08090",39692,Santa Cruz de Tenerife,779988344,fgamez@example.org,False,Cocinero de comidas rápidas,"7062,58",ES3941222439686001594923,corriente,81819,2024-04-19,Masculino
47396,Borja,Belda,Viudo,33132958D,Boliviana,1993-06-26,"Paseo de Belen Barceló 4, Zamora, 24206",36170,Almería,662872125,kroyo@example.com,False,Orfebre,6249,ES4611988841911961459146,corriente,"3088,86",2019-08-15,Masculino
47397,Jesusa,Díaz,Soltera,80342393N,Surcoreana,1954-10-12,"Pasaje Amancio Amat 73, Castellón, 02365",20124,Ourense,634782013,oliviajerez@example.org,False,Mayordomo doméstico,"5414,19",ES6908471341839263214610,corriente,"48578,2",2018-04-20,Femenino
47398,Guiomar,Puente,Viuda,93828580B,Hondureña,1945-07-03,"C. Fabio Luna 3 Puerta 1 , Barcelona, 24286",35185,Cáceres,692783527,pvizcaino@example.com,False,Operador de máquinas para fabricar productos de material plástico,"3248,05",ES6224212341360630187564,corriente,"48427,85",2021-07-26,Femenino
47399,Enrique,Verdejo,Viudo,51342408Z,Chilena,1988-08-19,"Vial Maura España 2, Ceuta, 37559",14835,Castellón,777733908,maricelaconesa@example.net,False,Auxiliar de maestro,"3543,1",ES5315615085485244335488,corriente,"90636,43",2018-05-08,Masculino
47400,Feliciana,Lago,Soltera,51458595M,Lituana,1953-04-06,"Acceso Josep Diaz 713, Palencia, 50743",17223,Albacete,658420152,ymarti@example.com,False,Químico,"6506,53",ES0295839452296429542852,corriente,"5921,45",2021-05-31,Femenino
47401,Pascual,Cervera,Soltero,45577064B,Croata,2005-02-13,"Ronda de Fabio Morera 67, Lugo, 28160",38654,Sevilla,719242272,benigna61@example.org,False,Guardia de protección,"4152,79",ES6166519798020964636583,corriente,"22029,13",2019-11-24,Masculino
47402,Loreto,Saldaña,Divorciado,87112500T,Beninesa,1947-08-09,"Pasadizo Mónica Esteve 968, Asturias, 39250",16171,Sevilla,787093124,rubioteresita@example.org,False,Soplador de vidrio,"7478,76",ES1157606043363203534012,corriente,"27703,34",2023-10-17,Masculino
47403,Evaristo,Torres,Viudo,26171518W,Yemení,1972-10-17,"Callejón de Eleuterio Gómez 30, Huesca, 47403",04015,Vizcaya,719565090,ogimeno@example.com,False,Albañil,"5908,28",ES5148621910672655253310,corriente,"50662,11",2022-12-02,Masculino
47404,Francisco Javier,Morata,Casado,50879379K,Luxemburguesa,2005-01-11,"Cuesta Edu Gimenez 59, Murcia, 48194",12763,Albacete,725067785,artemio53@example.org,False,Piloto de aviación,"5179,11",ES4496582905186987966615,corriente,"31969,89",2022-10-14,Masculino
47405,Marcelino,Roig,Viudo,16469771T,Bangladesí,1969-12-16,"Paseo Calista Gual 672, Ciudad, 16112",46532,Vizcaya,727991609,azeneth05@example.com,False,Farmacéutico,"4152,46",ES0547323644944734074688,corriente,"45428,95",2018-12-15,Masculino
47406,Guillermo,Ponce,Viudo,19541400W,Kazaja,1968-11-12,"Alameda Salomón Gomila 85, Navarra, 34371",25231,Cuenca,633869924,apolinar21@example.net,False,Diseñador multimedia,"4882,18",ES8845632438912811910120,corriente,"54915,71",2025-05-03,Masculino
47407,Lupita,Bosch,Soltera,22461427H,Bruneana,1945-04-19,"Cuesta Francisco Jose Torrent 732 Piso 6 , Salamanca, 44009",09868,Guipúzcoa,740443793,vsabater@example.org,False,Aparejador,"2586,57",ES5869409294785312759627,corriente,"52079,95",2023-03-31,Femenino
47408,Fernanda,Cerdán,Viuda,41928853Z,Senegalesa,1952-11-08,"Paseo Apolonia Amat 60, Palencia, 23838",17687,Córdoba,633626705,jose-antonio07@example.net,False,Asesor financiero y en inversiones,"3750,07",ES6350920236073482707949,corriente,"96514,56",2020-03-19,Femenino
47409,Ruy,Río,Divorciado,81633977P,Húngara,1982-10-13,"Callejón de Edgardo Rojas 8, Sevilla, 17817",21065,Almería,762483763,montanaines@example.org,False,Cocinero,"5125,52",ES1675032997234799710844,corriente,"62478,92",2018-01-19,Masculino
47410,Clementina,Porcel,Casada,10183073F,Estadounidense,1974-06-13,"Paseo de Ricarda Blazquez 64 Apt. 28 , Teruel, 36596",10938,Alicante,645368341,cabezavicente@example.org,False,Practicante y asistente médico,"3610,27",ES3505206879069840461446,corriente,"79991,74",2018-06-01,Femenino
47411,Susana,Alfaro,Viuda,63662412E,Paraguaya,1949-08-23,"Cuesta Ligia Barba 53, Pontevedra, 42129",40831,Castellón,775305178,cleto19@example.com,False,Veterinario,"2907,95",ES8221968474943468649408,corriente,15897,2020-11-10,Femenino
47412,Felipe,Ángel,Divorciado,49613865J,Jamaicana,1945-08-23,"Camino Alfredo Clemente 6 Apt. 11 , Guadalajara, 22619",41029,Tarragona,649899013,solsonaagustina@example.net,False,Árbitro deportivo,"1523,47",ES5510209559571806033367,corriente,"65736,65",2019-01-26,Masculino
47413,Cirino,Pedro,Divorciado,75553446X,Húngara,1976-09-15,"Pasaje de Felix Jerez 64 Piso 9 , Almería, 24731",37758,Segovia,712209986,nterron@example.com,False,Profesional de ventas de tecnología de la información y las comunicaciones,"6422,95",ES7414449847326220506389,corriente,"87392,12",2021-10-24,Masculino
47414,Juan Luis,Bellido,Casado,90479555Q,India,2006-12-06,"C. Lucas Hoyos 1, Barcelona, 30507",30370,Valencia,699620009,nbatalla@example.com,False,Auxiliar laico de las religión,"3303,92",ES0167839058272921908416,corriente,"10523,9",2021-04-05,Masculino
47415,Pepito,Torre,Soltero,69061056Z,Rumana,2000-03-28,"Pasadizo Lucio Carbonell 3 Apt. 56 , Castellón, 06892",45821,Granada,638398393,larasalvador@example.com,False,Contable,"6367,42",ES1340713549293009989454,corriente,"36078,22",2023-07-22,Masculino
47416,Inocencio,Gomez,Viudo,79102925Z,Lituana,1969-01-13,"C. Brígida Manso 618, La Rioja, 34688",48966,Ceuta,614736584,fidel51@example.org,False,Supervisor de tiendas y almacenes,"4794,46",ES1605876255333333560266,corriente,"90075,4",2024-09-20,Masculino
47417,Néstor,Herrero,Casado,68427986L,Chilena,1955-11-02,"Cañada Paola Campoy 4, Girona, 20104",32108,Tarragona,793140277,qpazos@example.org,False,Técnico en ciencias biológicas,"4439,87",ES7252796265720413167870,corriente,"26580,46",2021-06-14,Masculino
47418,Cornelio,Pineda,Divorciado,52492652M,Australiana,1965-05-28,"C. Porfirio Nevado 75, Ávila, 50619",08641,La Coruña,648212479,teofilamarco@example.org,False,Profesional de ventas de tecnología de la información y las comunicaciones,"3285,38",ES2601216657443924374189,corriente,"31668,17",2024-04-01,Masculino
47419,Mario,Crespo,Soltero,18816989E,Sueca,1980-09-11,"Acceso de Feliciana Fiol 90, Salamanca, 50773",47406,Cuenca,730753866,vilma96@example.org,False,Empleado encargado de las nóminas,"6592,33",ES9757342561211803260993,corriente,"21409,16",2025-07-20,Masculino
47420,Loida,Montaña,Divorciada,46061532F,Vietnamita,1954-03-18,"Pasadizo Teobaldo Almagro 663 Puerta 1 , Lleida, 36271",16876,León,772979030,pepe71@example.net,False,Auxiliar laico de las religión,"3261,84",ES3475283107331210526620,corriente,"71959,29",2018-09-15,Femenino
47421,Carla,Gibert,Divorciada,13646751T,Nicaragüense,1970-10-22,"Plaza Demetrio Vives 5, León, 20602",31499,Guadalajara,735911697,vera54@example.com,False,Guardián de prisión,"6022,93",ES3587611427289347267737,corriente,"81500,75",2022-03-17,Femenino
47422,Eli,Escalona,Viuda,75874193E,Bosnia,1970-04-07,"Vial de Matilde Llorens 88, Ourense, 09213",19775,Ourense,660693009,teofilatejedor@example.org,False,Carpintero,"2075,06",ES6221282592573780469390,corriente,"71647,28",2023-05-31,Femenino
47423,Santos,Pulido,Divorciado,36701728F,Gabonesa,1969-06-01,"Urbanización Borja Catalán 79 Apt. 06 , Lugo, 10656",15464,Barcelona,661142823,barteaga@example.com,False,Ecónomo y mayordomos domésticos,"5358,95",ES2314268813905143615315,corriente,"84214,46",2018-07-27,Masculino
47424,Íñigo,Frías,Divorciado,27369299N,Tunecina,1982-05-22,"Paseo Américo Bellido 941, Álava, 22701",39902,Vizcaya,697003158,esparzaagueda@example.com,False,Pintor y empapelador,"5203,65",ES3410459951893078617387,corriente,"49517,59",2018-10-10,Masculino
47425,Tere,Urrutia,Viuda,49839831G,Iraquí,1964-03-03,"Rambla Marisa Pérez 1 Piso 4 , Segovia, 28739",44077,Murcia,738562424,yramon@example.com,False,Vendedor de quioscos y de puestos de mercado,"2691,94",ES9849882327013871724343,corriente,"10568,18",2019-02-14,Femenino
47426,Juan José,Vicente,Casado,12915269X,Libia,1993-10-06,"Avenida de Mariano Pelayo 11 Apt. 33 , La Rioja, 20515",39265,Álava,643577673,gelabertalbert@example.com,False,"Operador de máquinas pulidoras, galvanizadoras y recubridoras de metales ","5323,33",ES0435577428574508132879,corriente,"78551,59",2024-11-04,Masculino
47427,Ale,Angulo,Viudo,92539178N,Camboyana,1977-02-07,"Cañada de María Infante 7, Salamanca, 40684",49103,Jaén,617158305,magdalenajimenez@example.com,False,Operador de máquinas para fabricar productos de papel,"1216,58",ES4692427433525160100636,corriente,"67495,04",2019-03-30,Masculino
47428,Evita,Molins,Casada,92559252F,Boliviana,1948-07-06,"Plaza de Vito Catalán 3 Piso 9 , Castellón, 17640",37215,Sevilla,730568122,mprada@example.net,False,Director de explotaciones de minería,"6084,83",ES1966670953264539229753,corriente,"53454,08",2018-08-27,Femenino
47429,León,Pareja,Divorciado,57645116D,Marroquí,1958-05-28,"Vial de Salvador Aznar 5 Apt. 79 , Murcia, 23836",43963,Almería,692635062,marquezangeles@example.org,False,Ecónomo y mayordomos domésticos,"6346,81",ES9684537356588195939945,corriente,"77587,7",2024-04-09,Masculino
47430,Alejandra,Piña,Casada,23873266W,Saudita,1997-12-05,"Callejón Ricarda Luque 68 Piso 7 , Málaga, 10822",07495,Girona,612486626,eutropiobonilla@example.org,False,Expendedor de gasolineras,"7066,44",ES7784879826745656441540,corriente,"47435,21",2018-05-29,Femenino
47431,Heriberto,Morata,Soltero,37153099A,Brasileña,1957-02-11,"Ronda Claudia Coca 53, Jaén, 48850",29219,Lugo,685411951,barberosantiago@example.com,False,Peón de la construcción de edificios,"3737,48",ES3564964455460466154923,corriente,"95280,53",2021-04-06,Masculino
47432,Vicenta,Mendoza,Divorciada,68805438H,Georgiana,1965-05-04,"Rambla Eli Bou 78 Puerta 1 , Ávila, 19305",14243,Huesca,757990721,alfonsomateu@example.org,False,Acarreador de agua,"6746,6",ES6113854858833333582531,corriente,"74480,59",2019-07-21,Femenino
47433,Jonatan,Cobo,Soltero,60915415F,Bareiní,1982-04-10,"Ronda Gloria Clavero 67, Teruel, 20486",09176,Huesca,797176799,ychamorro@example.com,False,Codificador de datos,"1667,14",ES8192686842493573098049,corriente,"84923,21",2020-01-09,Masculino
47434,Hermenegildo,Uriarte,Soltero,48149421W,Butanesa,1953-03-06,"Callejón de Isidro Lopez 32 Apt. 78 , Ceuta, 17579",28473,Málaga,681202023,gimenolupe@example.com,False,Operador de instalaciones para la preparación de pasta para papel y papel,"6417,19",ES2445472815321302276245,corriente,"44944,69",2024-07-19,Masculino
47435,Maristela,Valderrama,Soltera,73820852Y,Neozelandesa,1975-11-13,"Calle Ema Tirado 75, Castellón, 19287",10035,Cantabria,623614965,ynoriega@example.com,False,Cajero,"3718,28",ES1225997595496171477652,corriente,"52068,04",2025-05-16,Femenino
47436,Juan Pablo,Murillo,Soltero,81121639H,Serbia,2005-12-13,"Alameda Baltasar Gimenez 98, Madrid, 26248",02270,Vizcaya,654680735,narcisobauza@example.org,False,Operador de maquinaria agrícola y forestal móvil,"3658,01",ES0463526689554579434589,corriente,"5947,84",2022-05-08,Masculino
47437,Delia,Abascal,Viuda,32249937G,Indonesia,1994-12-06,"C. Eli Baeza 2, Cádiz, 37912",06911,Las Palmas,688574422,berto89@example.com,False,Técnico de prótesis médicas y dentales,"4394,26",ES9214497204683900425505,corriente,"57071,47",2019-12-01,Femenino
47438,Juan Francisco,Porta,Casado,75818530L,Bermudeña,1994-03-14,"Via de Valentina Salazar 86 Piso 8 , Sevilla, 33152",49778,Zamora,773432060,teodora47@example.org,False,Recepcionista,"4196,05",ES5179440440296124993235,corriente,"69842,42",2018-07-06,Masculino
47439,Paulino,Bartolomé,Casado,66061970J,Boliviana,1948-03-14,"Acceso Montserrat Cisneros 11 Apt. 99 , Cádiz, 04928",23302,Palencia,662720132,adelinamillan@example.net,False,Técnico de telecomunicaciones,"5562,12",ES3640225793889204911397,corriente,"1323,7",2021-03-02,Masculino
47440,Alexandra,Pino,Divorciada,23401168W,Kazaja,2004-11-12,"Pasadizo Jessica Aliaga 8 Piso 4 , Melilla, 19908",26193,Badajoz,687157636,romanalcides@example.com,False,Albañil,"5699,47",ES2565349527302067294439,corriente,"11604,96",2024-05-13,Femenino
47441,Teodora,Dueñas,Divorciada,94212822S,Portuguesa,1976-10-08,"Pasadizo de Rosario Valderrama 291, Ciudad, 36827",28692,Murcia,747152157,amadocampillo@example.net,False,Ingeniero medioambiental,"5627,02",ES4328272959636203361850,corriente,"15582,07",2022-03-10,Femenino
47442,Clara,Batalla,Viuda,66146829W,Eslovaca,1951-01-22,"Via de Fátima Real 62 Puerta 6 , Ávila, 35435",24196,Cáceres,729943493,fjulia@example.net,False,Conductor de automóviles,"4374,82",ES8616396594407912425284,corriente,"68908,86",2023-10-01,Femenino
47443,Ismael,Castro,Casado,85716963B,Australiana,1971-09-02,"Ronda Amarilis Pera 27, Jaén, 44498",13203,Santa Cruz de Tenerife,669584158,gugarte@example.com,False,Encuadernador,"7340,1",ES2778065770406980932113,corriente,"89612,32",2018-07-10,Masculino
47444,Julio César,Huguet,Soltero,90779949F,Singapurense,1949-10-03,"Glorieta Amor Prieto 48 Piso 1 , Ciudad, 24525",43717,Tarragona,738129847,aranzazu67@example.com,False,Técnico de la Web,"5351,45",ES6848615525343797819446,corriente,"93483,67",2021-04-24,Masculino
47445,Macaria,Prieto,Viuda,23529731H,Española,1981-09-25,"Pasaje Gisela Jurado 47, Zamora, 13523",25495,Valladolid,697971781,echeverriafeliciana@example.org,False,Agricultor,"3683,43",ES2262449897425877998448,corriente,"66540,04",2021-06-02,Femenino
47446,Nazaret,Bru,Soltero,53614649Q,Senegalesa,1964-01-11,"Calle de Nacio Vázquez 87 Piso 5 , Cuenca, 26271",17356,Segovia,710320760,escobariban@example.com,False,Conductor de autobús,"7220,39",ES1089943152842558892702,corriente,"66590,6",2022-06-27,Masculino
47447,Dalila,Grande,Soltera,16025793Z,Galesa,2006-03-19,"Rambla Gastón Lucena 48, Valencia, 19171",46957,Palencia,697076610,zairamir@example.org,False,Cuidador de animales,"4054,2",ES0193244358574107834967,corriente,"52505,92",2023-12-22,Femenino
47448,Julie,Arjona,Divorciada,72862623A,Austriaca,1970-02-17,"Calle de Jose Miguel Trujillo 6, Baleares, 35267",43671,Lugo,757754599,jesus48@example.com,False,Tasador,"7260,88",ES7300623971526473818784,corriente,"4482,92",2025-05-06,Femenino
47449,Vicenta,Raya,Viuda,89735427F,Guatemalteca,1989-09-17,"Calle de Hipólito Sancho 24, Lleida, 37706",44659,Granada,723794481,marcosclemente@example.com,False,Empleado encargado de las nóminas,"1782,26",ES4140962554314083936582,corriente,"24759,72",2019-12-28,Femenino
47450,Rebeca,Olivé,Viuda,18387319S,Británica,1991-01-07,"Plaza de Zoraida Barrera 8, Huesca, 12075",49090,Valencia,773188733,martintoribio@example.net,False,Agente de maniobras,"4148,92",ES7443478171153786463240,corriente,"61531,26",2021-06-25,Femenino
47451,Jordán,Toro,Divorciado,29892450V,Finlandesa,1958-12-19,"Cañada de Édgar Pizarro 22, Huelva, 37626",49331,Baleares,789604841,francisco-javier29@example.com,False,Director de cine,"4602,4",ES2028811243254207002786,corriente,"47053,23",2018-06-10,Masculino
47452,Liliana,Perea,Soltera,21190497E,Qatari,1976-09-22,"Plaza de Joaquina Fabra 1 Piso 9 , Jaén, 32020",19204,Baleares,775137044,arielortega@example.net,False,Profesor de música,"2417,04",ES4769021668275523575986,corriente,"4996,92",2023-01-08,Femenino
47453,Esther,Olivé,Viuda,93120738V,Gabonesa,1944-09-29,"Paseo Prudencio Zapata 39, Cádiz, 47134",39894,Las Palmas,718997811,jeronimovillegas@example.com,False,Operario de la elaboración de productos lácteos,"3528,07",ES2551172263312343295999,corriente,"59616,74",2018-07-24,Femenino
47454,Cosme,Perera,Soltero,16393875G,Singapurense,1997-11-05,"Paseo de Geraldo Bolaños 2, Guipúzcoa, 08124",46239,Ourense,725969658,adelardorodriguez@example.com,False,Recolector de basura y material reciclable,"6519,21",ES4487746643933124691628,corriente,"74985,79",2018-09-27,Masculino
47455,Norberto,Amat,Viudo,34290132F,Gabonesa,1985-05-11,"Plaza de Angelina Cañizares 533, Ávila, 49908",36680,Almería,627436819,hildavizcaino@example.net,False,Profesional en redes de computadores,"2255,17",ES6973295697638478766679,corriente,"73049,18",2021-01-06,Masculino
47456,Roque,Perea,Viudo,33673078C,Noruega,1958-01-24,"Calle Victoriano Alberola 83, Soria, 22779",47046,Murcia,790489665,marcianobarba@example.org,False,Director de producción de piscicultura y pesca,"7724,12",ES9449978941519856996287,corriente,"88591,38",2019-06-19,Masculino
47457,Amado,Salas,Casado,27197015K,Bruneana,1994-08-31,"Paseo Joaquina Bonet 8 Apt. 65 , Melilla, 51141",48422,Vizcaya,788940460,itena@example.net,False,Operador de instalaciones de producción de energía,"6190,95",ES3478915785521931983583,corriente,"380,39",2020-08-27,Masculino
47458,Fabiola,Bustos,Soltera,49422008E,Haitiana,1981-06-25,"Pasaje Andrés Felipe Mancebo 95 Piso 2 , Segovia, 11102",06628,La Rioja,769338579,uriarteflorencia@example.org,False,Mayordomo doméstico,"7027,59",ES2991683815715628622705,corriente,"12640,53",2021-06-21,Femenino
47459,Plácido,Noriega,Soltero,45820276K,Croata,1972-01-13,"Urbanización Francisco Javier Sáez 71 Piso 2 , Zaragoza, 35325",03893,Segovia,796142161,adelaida25@example.org,False,Guardagujas,"7544,31",ES7748777586897790003509,corriente,"13488,42",2025-03-20,Masculino
47460,Luis Miguel,Roma,Viudo,75902410H,Libanesa,1961-03-04,"Callejón de Irene Sandoval 5 Puerta 4 , Navarra, 45348",33746,Cantabria,653350612,egeasusana@example.com,False,Empleado de biblioteca,"3867,77",ES1315035127879689114600,corriente,"42833,05",2023-11-09,Masculino
47461,Edelmiro,Cortina,Casado,77665527R,Gabonesa,1945-09-25,"Alameda de Camila Heredia 85, Soria, 05307",21324,Toledo,677309112,kmanso@example.com,False,Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,"4837,37",ES1848907092956388015547,corriente,"59765,02",2021-12-10,Masculino
47462,Che,Canet,Casado,86282402H,Galesa,1945-11-06,"Calle de Borja Barceló 87, Lleida, 27397",11094,Guipúzcoa,683009115,borja22@example.com,False,Reponedor de estanterías,"5866,04",ES1542266296636614391711,corriente,"65932,96",2022-02-21,Masculino
47463,Severino,Varela,Casado,47854018B,Chipriota,1983-07-13,"Callejón de Aroa Puig 33, Ciudad, 35734",10238,Las Palmas,793962635,gtejedor@example.org,False,Operador de instalaciones para la preparación de pasta para papel y papel,"5928,22",ES5245262013198077296878,corriente,"72021,52",2024-12-29,Masculino
47464,Eligio,Cabo,Soltero,90955459G,Bangladesí,1970-05-14,"Avenida de Vicente Plaza 26, Valladolid, 47760",07367,Navarra,719599707,manriqueguadalupe@example.com,False,Profesional de la protección medioambiental,"3835,11",ES3014145614165927354493,corriente,"52861,03",2023-04-14,Masculino
47465,Aitana,Llano,Viuda,84896102C,Monegasca,1959-05-11,"Alameda de Amando Zapata 227 Apt. 96 , Toledo, 01572",36293,Ceuta,652707984,arivero@example.com,False,Operador de autoelevadoras,"7757,87",ES9833759537544248736483,corriente,"96583,94",2021-01-29,Femenino
